Rune,Sector
TRMD,Energy
TRMK,Financial Services
TRN,Industrials
TRNO,
TRNS,Industrials
TRNX,
TROW,Financial Services
TROX,Basic Materials
TRP,Energy
TRQ,Basic Materials
TRS,Industrials
TRST,Financial Services
TRT,Technology
TRTN,Industrials
TRTX,
TRU,Industrials
TRUE,
TRUP,Financial Services
TRV,Financial Services
TRVG,Communication Services
TRVI,Healthcare
TRVN,Healthcare
TRX,Basic Materials
TS,Energy
TSBK,Financial Services
TSC,
TSCAP,
TSCBP,
TSCO,Consumer Cyclical
TSE,Basic Materials
TSEM,Technology
TSI,
TSLA,Consumer Cyclical
TSLX,Financial Services
TSM,Technology
TSN,Consumer Defensive
TSQ,Communication Services
TSRI,Technology
TT,Industrials
TTC,Industrials
TTD,Technology
TTEC,Technology
TTEK,Industrials
TTGT,Communication Services
TTI,Energy
TTM,Consumer Cyclical
TTMI,Technology
TTNP,Healthcare
TTOO,Healthcare
TTP,
TTWO,Communication Services
TU,Communication Services
TUFN,Technology
TUP,Consumer Cyclical
TURN,Financial Services
TUSK,Industrials
TV,Communication Services
TVC,
TVE,
TVIX,
TVTY,
TW,Financial Services
TWI,Industrials
TWIN,Industrials
TWLO,Communication Services
TWN,
TWNK,Consumer Defensive
TWNKW,
TWO,
TWOU,Consumer Defensive
TWST,Healthcare
TWTR,Communication Services
TX,Basic Materials
TXG,Healthcare
TXMD,Healthcare
TXN,Technology
TXRH,Consumer Cyclical
TXT,Industrials
TY,Financial Services
TYG,
TYL,Technology
TYME,Healthcare
TZOO,Communication Services
UA,Consumer Cyclical
UAA,Consumer Cyclical
UAG,
UAL,Industrials
UAMY,Basic Materials
UAN,
UAUD,
UAVS,Technology
UBA,
UBCP,Financial Services
UBER,Technology
UBFO,Financial Services
UBG,
UBOH,Financial Services
UBP,
UBS,Financial Services
UBSI,Financial Services
UBX,Healthcare
UCBI,Financial Services
UCHF,
UCI,
UCIB,
UCTT,Technology
UDR,
UE,
UEC,Energy
UEIC,Technology
UEPS,
UEUR,
UFAB,Consumer Cyclical
UFCS,Financial Services
UFI,Consumer Cyclical
UFPI,Basic Materials
UFPT,Healthcare
UG,Consumer Defensive
UGAZ,
UGBP,
UGI, Utilities
UGLD,
UGP,Energy
UHAL,Industrials
UHS,Healthcare
UHT,
UI,Technology
UIHC,Financial Services
UIS,Technology
UJPY,
UL,Consumer Defensive
ULBI,Industrials
ULH,Industrials
ULTA,Consumer Cyclical
UMBF,Financial Services
UMC,Technology
UMH,
UMPQ,Financial Services
UNAM,Financial Services
UNB,Financial Services
UNF,Industrials
UNFI,Consumer Defensive
UNH,Healthcare
UNIT,
UNM,Financial Services
UNMA,
UNP,Industrials
UNTY,Financial Services
UNVR,Basic Materials
UONE,Communication Services
UONEK,Communication Services
UPLD,Technology
UPS,Industrials
UPWK,Industrials
URBN,Consumer Cyclical
URG,Energy
URGN,Healthcare
URI,Industrials
URR,
USA,
USAC,
USAK,Industrials
USAP,Basic Materials
USAS,Basic Materials
USAU,Basic Materials
USB,Financial Services
USDP,
USEG,Energy
USFD,Consumer Defensive
USIO,Technology
USLM,Basic Materials
USLV,
USM,Communication Services
USNA,Consumer Defensive
USOI,
USPH,Healthcare
USV,
USWS,Energy
USX,Industrials
UTF,
UTG,
UTHR,Healthcare
UTI,Consumer Defensive
UTL, Utilities
UTMD,Healthcare
UTSI,Technology
UUU,Industrials
UUUU,Energy
UVE,Financial Services
UVSP,Financial Services
UVV,Consumer Defensive
UXIN,Consumer Cyclical
UZB,
V,Financial Services
VAC,Consumer Cyclical
VAL,Energy
VALE,Basic Materials
VALU,Financial Services
VAPO,Healthcare
VBF,
VBFC,Financial Services
VBIV,Healthcare
VBLT,Healthcare
VBTX,Financial Services
VC,Consumer Cyclical
VCEL,Healthcare
VCIF,Financial Services
VCNX,Healthcare
VCTR,Financial Services
VCV,Financial Services
VCYT,Healthcare
VEC,Industrials
VECO,Technology
VEEV,Healthcare
VEL,Financial Services
VEON,Communication Services
VERB,Technology
VERI,Technology
VERO,Healthcare
VERU,Healthcare
VERY,Financial Services
VET,Energy
VFC,Consumer Cyclical
VFF,Consumer Defensive
VFL,Financial Services
VG,
VGI,
VGM,Financial Services
VGR,Consumer Defensive
VGZ,Basic Materials
VHC,Technology
VHI,Basic Materials
VIAV,Technology
VICI,
VICR,Technology
VIIX,
VIOT,Consumer Cyclical
VIPS,Consumer Cyclical
VIR,Healthcare
VIRC,Consumer Cyclical
VIRT,Financial Services
VISL,Technology
VIST,Energy
VIV,Communication Services
VIVE,Healthcare
VIVO,Healthcare
VJET,Technology
VKI,Financial Services
VKQ,Financial Services
VKTX,Healthcare
VLGEA,Consumer Defensive
VLO,Energy
VLRS,Industrials
VLT,Financial Services
VLY,Financial Services
VLYPO,
VLYPP,
VMC,Basic Materials
VMD,Healthcare
VMI,Industrials
VMO,Financial Services
VMW,Technology
VNCE,Consumer Cyclical
VNDA,Healthcare
VNET,Technology
VNO,
VNOM,
VNRX,Healthcare
VNTR,Basic Materials
VOC,
VOD,Communication Services
VOXX,Technology
VOYA,Financial Services
VPG,Technology
VPV,Financial Services
VQT,
VRA,Consumer Cyclical
VRAY,Healthcare
VRCA,Healthcare
VREX,Healthcare
VRNA,Healthcare
VRNS,Technology
VRNT,Technology
VRRM,Industrials
VRSK,Industrials
VRSN,Technology
VRT,Industrials
VRTS,Financial Services
VRTV,Industrials
VRTX,Healthcare
VSAT,Technology
VSEC,Industrials
VSH,Technology
VST, Utilities
VSTM,Healthcare
VSTO,Consumer Cyclical
VTGN,Healthcare
VTIQ,Financial Services
VTIQU,
VTIQW,
VTN,Financial Services
VTNR,Energy
VTR,
VTSI,Industrials
VTVT,Healthcare
VUZI,Technology
VVI,Industrials
VVNT,Industrials
VVPR,Technology
VVR,
VVV,
VXRT,Healthcare
VXX,
VXZ,
VYGR,Healthcare
VZ,Communication Services
W,Consumer Cyclical
WAB,Industrials
WABC,Financial Services
WAFD,Financial Services
WAFU,Consumer Defensive
WAL,Financial Services
WALA,
WASH,Financial Services
WAT,Healthcare
WATT,Technology
WB,Communication Services
WBA,Healthcare
WBS,Financial Services
WBT,Industrials
WCC,Industrials
WCN,Industrials
WD,Financial Services
WDAY,Technology
WDC,Technology
WDFC,Basic Materials
WEA,
WEC, Utilities
WELL,
WEN,Consumer Cyclical
WERN,Industrials
WES,
WETF,Financial Services
WEX,Technology
WEYS,Consumer Cyclical
WF,Financial Services
WFC,Financial Services
WGO,Consumer Cyclical
WH,Consumer Cyclical
WHD,Energy
WHF,Financial Services
WHFBZ,
WHG,Financial Services
WHLM,Industrials
WHLR,
WHLRD,
WHLRP,
WHR,Consumer Cyclical
WIA,
WIL,
WILC,Consumer Defensive
WINA,Consumer Cyclical
WING,Consumer Cyclical
WIRE,Industrials
WISA,Technology
WIT,Technology
WIW,
WIX,Technology
WK,Technology
WKEY,Technology
WKHS,Consumer Cyclical
WLDN,Industrials
WLFC,Industrials
WLK,Basic Materials
WLKP,
WLL,Energy
WM,Industrials
WMB,Energy
WMC,
WMK,Consumer Defensive
WMS,Industrials
WMT,Consumer Defensive
WNC,Industrials
WNEB,Financial Services
WNS,Technology
WOR,Industrials
WORX,Healthcare
WOW,Communication Services
WPC,
WPM,Basic Materials
WPP,Communication Services
WPRT,Consumer Cyclical
WRB,Financial Services
WRE,
WRK,Consumer Cyclical
WRLD,Financial Services
WRN,Basic Materials
WSBC,Financial Services
WSBF,Financial Services
WSC,Industrials
WSFS,Financial Services
WSM,Consumer Cyclical
WSO,Industrials
WSR,
WST,Healthcare
WSTG,Technology
WSTL,
WTBA,Financial Services
WTER,Consumer Defensive
WTFC,Financial Services
WTFCM,
WTI,Energy
WTIU,
WTM,Financial Services
WTRE,
WTRG, Utilities
WTRH,Technology
WTS,Industrials
WTT,Technology
WTTR,Energy
WU,Financial Services
WVE,Healthcare
WVFC,
WVVI,Consumer Defensive
WVVIP,
WW,Consumer Cyclical
WWD,Industrials
WWE,Communication Services
WWR,Basic Materials
WWW,Consumer Cyclical
WY,
WYNN,Consumer Cyclical
WYY,Technology
X,Basic Materials
XAIR,Healthcare
XBIO,Healthcare
XBIOW,
XBIT,Healthcare
XCUR,Healthcare
XEL, Utilities
XELA,Technology
XELB,Consumer Cyclical
XENE,Healthcare
XERS,Healthcare
XFLT,
XFOR,Healthcare
XGN,Healthcare
XHR,
XIN,
XNCR,Healthcare
XNET,Communication Services
XOM,Energy
XOMA,Healthcare
XP,Financial Services
XPEL,Consumer Cyclical
XPER,Technology
XPL,Basic Materials
XPO,Industrials
XRAY,Healthcare
XRX,Technology
XSPA,Consumer Cyclical
XTLB,Healthcare
XTNT,Healthcare
XVZ,
XXII,Consumer Defensive
XYF,Financial Services
XYL,Industrials
Y,Financial Services
YCBD,Healthcare
YELP,Communication Services
YETI,Consumer Cyclical
YEXT,Technology
YGRN,
YGYI,
YGYIP,
YI,Healthcare
YJ,Consumer Cyclical
YMAB,Healthcare
YNDX,
YORW, Utilities
YPF,Energy
YRD,Financial Services
YTEN,Basic Materials
YTRA,Consumer Cyclical
YUM,Consumer Cyclical
YUMC,Consumer Cyclical
YVR,Communication Services
YY,Communication Services
Z,Communication Services
ZBH,Healthcare
ZBRA,Technology
ZCMD,Healthcare
ZDGE,Communication Services
ZEAL,Healthcare
ZEN,Technology
ZEUS,Basic Materials
ZG,Communication Services
ZION,Financial Services
ZIONL,
ZIONO,
ZIONP,
ZIV,
ZKIN,Basic Materials
ZLAB,Healthcare
ZM,Technology
ZNGA,
ZNH,Industrials
ZOM,Healthcare
ZS,Technology
ZSAN,
ZTO,Industrials
ZTR,
ZTS,Healthcare
ZUMZ,Consumer Cyclical
ZUO,Technology
ZVO,Consumer Defensive
ZYME,Healthcare
ZYNE,Healthcare
ZYXI,Healthcare
