Unnamed: 0,code,kdj_golden_cross,kdj_death_cross,kdj_oversold,kdj_overbought,bias_golden_cross,bias_death_cross,macd_golden_cross,macd_death_cross,dma_golden_cross,dma_death_cross,boll_high_break,boll_mid_break,boll_low_break,rsi_golden_cross,rsi_death_cross,rsi_oversold,rsi_overbought,sector
3605,PYN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
3606,PYPE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
3607,PYPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3608,PYS,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,
3609,PYT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3610,PZC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3611,PZG,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Basic Materials
3612,PZN,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Financial Services
3613,PZZA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Consumer Cyclical
3614,QBAK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3615,QCOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3616,QCRH,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
3617,QD,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Financial Services
3618,QDEL,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Healthcare
3619,QFIN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3620,QGEN,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Healthcare
3621,QIWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3622,QK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
3623,QLYS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
3624,QMCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3625,QNST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Communication Services
3626,QQQX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3627,QRHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
3628,QRTEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3629,QRTEB,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Consumer Cyclical
3630,QRVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
3631,QSR,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Consumer Cyclical
3632,QTNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
3633,QTRX,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
3634,QTT,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,Communication Services
3635,QTWO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3636,QUAD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Industrials
3637,QUIK,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
3638,QUMU,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Technology
3639,QUOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Communication Services
3640,QURE,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
3641,QVCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3642,QVCD,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
3643,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3644,RA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
3645,RACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3646,RAD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Healthcare
3647,RADA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3648,RAIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3649,RAMP,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,Technology
3650,RAND,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Financial Services
3651,RAPT,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
3652,RARE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthcare
3653,RAVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3654,RBA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Industrials
3655,RBB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
3656,RBBN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Communication Services
3657,RBCAA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3658,RBCN,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Technology
3659,RBKB,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,Financial Services
3660,RC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3661,RCB,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,
3662,RCEL,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Healthcare
3663,RCG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
3664,RCI,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Communication Services
3665,RCII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
3666,RCKT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Healthcare
3667,RCKY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3668,RCL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3669,RCM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3670,RCMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3671,RCON,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,Energy
3672,RCS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
3673,RCUS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3674,RDCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
3675,RDFN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3676,RDHL,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Healthcare
3677,RDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
3678,RDIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
3679,RDN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
3680,RDNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3681,RDUS,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3682,RDVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
3683,RDWR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3684,RDY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3685,RE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3686,REAL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3687,REED,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Consumer Defensive
3688,REFR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Technology
3689,REG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3690,REGI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
3691,REGN,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Healthcare
3692,REI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Energy
3693,REKR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
3694,RELL,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Technology
3695,RELV,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,
3696,RELX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
3697,REML,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
3698,RENN,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,Technology
3699,REPL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthcare
3700,RES,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Energy
3701,RETA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3702,RETO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Basic Materials
3703,REV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
3704,REVG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3705,REX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Basic Materials
3706,REXR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3707,REYN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Consumer Cyclical
3708,REZI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3709,RF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3710,RFI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
3711,RFIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
3712,RFL,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Healthcare
3713,RFM,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
3714,RFP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Basic Materials
3715,RGA,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Financial Services
3716,RGCO,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0, Utilities
3717,RGEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3718,RGLD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Basic Materials
3719,RGLS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthcare
3720,RGNX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3721,RGR,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Industrials
3722,RGS,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3723,RGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3724,RH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3725,RHE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Healthcare
3726,RHI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Industrials
3727,RHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3728,RIBT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
3729,RICK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3730,RIG,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Energy
3731,RIGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3732,RILY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3733,RILYI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3734,RILYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3735,RILYO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3736,RILYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3737,RIO,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Basic Materials
3738,RIOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3739,RIV,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
3740,RJA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,
3741,RJF,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Financial Services
3742,RJI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3743,RJN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
3744,RJZ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
3745,RKDA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Basic Materials
3746,RL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3747,RLGT,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Industrials
3748,RLGY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
3749,RLI,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,Financial Services
3750,RLJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3751,RLMD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3752,RM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
3753,RMAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
3754,RMBI,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Financial Services
3755,RMBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3756,RMBS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3757,RMCF,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Consumer Defensive
3758,RMD,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Healthcare
3759,RMED,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3760,RMI,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
3761,RMM,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Financial Services
3762,RMNI,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Technology
3763,RMR,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
3764,RMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3765,RMTI,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Healthcare
3766,RNDB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Financial Services
3767,RNG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Technology
3768,RNGR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Energy
3769,RNP,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
3770,RNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3771,RNST,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3772,RNWK,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,Communication Services
3773,ROAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3774,ROCK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3775,RODI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3776,ROG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3777,ROIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3778,ROK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3779,ROKU,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Communication Services
3780,ROL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3781,ROLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3782,ROP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3783,ROST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3784,RPAY,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Technology
3785,RPD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Technology
3786,RPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
3787,RPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3788,RQI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3789,RRBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3790,RRC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Energy
3791,RRGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3792,RRR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3793,RRTS,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,
3794,RS,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Basic Materials
3795,RSF,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
3796,RSG,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Industrials
3797,RSSS,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Technology
3798,RTLR,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,
3799,RUBY,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Healthcare
3800,RUN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3801,RUSHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3802,RUSHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3803,RUTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3804,RVLV,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Consumer Cyclical
3805,RVNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
3806,RVP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3807,RVSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Financial Services
3808,RVT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3809,RWLK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Healthcare
3810,RWT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3811,RY,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Financial Services
3812,RYAAY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Industrials
3813,RYAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
3814,RYI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3815,RYN,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
3816,RYTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthcare
3817,RZA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
3818,RZB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3819,SA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Basic Materials
3820,SABR,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Consumer Cyclical
3821,SACC,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,
3822,SACH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
3823,SAF,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,
3824,SAFE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3825,SAFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Defensive
3826,SAFT,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Financial Services
3827,SAGE,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Healthcare
3828,SAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3829,SAIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
3830,SAIC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Technology
3831,SAIL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Technology
3832,SAL,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,Financial Services
3833,SALM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Communication Services
3834,SAM,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Consumer Defensive
3835,SAMG,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Financial Services
3836,SAN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Financial Services
3837,SAND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Basic Materials
3838,SANM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3839,SANW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Defensive
3840,SAP,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Technology
3841,SAR,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Financial Services
3842,SASR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3843,SATS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Technology
3844,SAVA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3845,SAVE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
3846,SB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Industrials
3847,SBAC,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,
3848,SBCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3849,SBFG,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Financial Services
3850,SBGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Communication Services
3851,SBH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3852,SBI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
3853,SBLK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3854,SBNY,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,Financial Services
3855,SBOW,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Energy
3856,SBR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
3857,SBRA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
3858,SBS,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0, Utilities
3859,SBSI,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Financial Services
3860,SBT,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3861,SBUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3862,SCCB,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
3863,SCCO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
3864,SCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3865,SCHL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Communication Services
3866,SCHN,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Basic Materials
3867,SCHW,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Financial Services
3868,SCI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Consumer Cyclical
3869,SCKT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Technology
3870,SCL,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Basic Materials
3871,SCM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3872,SCOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Communication Services
3873,SCPH,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
3874,SCPL,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Communication Services
3875,SCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3876,SCSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Technology
3877,SCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial Services
3878,SCVL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Consumer Cyclical
3879,SCVX,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,
3880,SCWX,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,Technology
3881,SCX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Industrials
3882,SCYX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthcare
3883,SD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Energy
3884,SDC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthcare
3885,SDGR,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,Healthcare
3886,SDPI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Energy
3887,SE,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Consumer Cyclical
3888,SEAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Technology
3889,SEAS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3890,SEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industrials
3891,SECO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Consumer Cyclical
3892,SEDG,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Technology
3893,SEE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Consumer Cyclical
3894,SEED,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic Materials
3895,SEEL,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,Healthcare
3896,SEIC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Financial Services
3897,SELB,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Healthcare
3898,SELF,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
3899,SEM,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Healthcare
3900,SENEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Consumer Defensive
3901,SENEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Consumer Defensive
